PetID,PetType,Breed,Color,Size,Gender,pet_details,pet_characteristics
1655,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1656,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
1657,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1658,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1659,Cat,Persian,Orange,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys napping in sunbeams","medium build, long silky fur, flat face, short legs"
1660,Cat,Persian,Brown,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces","medium build, long silky fur, flat face, short legs"
1661,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1662,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1663,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
1664,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1665,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1666,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
1667,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1668,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1669,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1670,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
1671,Cat,Persian,Orange,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted","medium build, long silky fur, flat face, short legs"
1672,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1673,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1674,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1675,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1676,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, loves to binky, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1677,Cat,Persian,Orange,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is playful at dawn and dusk, enjoys grooming sessions","medium build, long silky fur, flat face, short legs"
1678,Cat,Persian,Orange,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, has striking eyes, is a bit mischievous","medium build, long silky fur, flat face, short legs"
1679,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
1680,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1681,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1682,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, loves to dig, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1683,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1684,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1685,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, is litter box trained, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
1686,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1687,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, has twitching nose, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1688,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1689,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, is litter box trained, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
1690,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, is a gentle companion, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1691,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, loves to binky, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1692,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1693,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1694,Cat,Persian,Black,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent, is a quiet companion","medium build, long silky fur, flat face, short legs"
1695,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1696,Cat,Persian,White,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion","medium build, long silky fur, flat face, short legs"
1697,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1698,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, is litter box trained, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1699,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1700,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1701,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is always grooming, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1702,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1703,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is litter box trained, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
1704,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
1705,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1706,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
1707,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1708,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1709,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is quite agile, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1710,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1711,Cat,Persian,Brown,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to perch on high places","medium build, long silky fur, flat face, short legs"
1712,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1713,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1714,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1715,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1716,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1717,Cat,Persian,Brown,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces","medium build, long silky fur, flat face, short legs"
1718,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1719,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1720,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1721,Cat,Persian,Gray,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser, is a quiet companion","medium build, long silky fur, flat face, short legs"
1722,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
1723,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
1724,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1725,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
1726,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1727,Cat,Persian,Gray,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces","medium build, long silky fur, flat face, short legs"
1728,Cat,Persian,White,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys grooming sessions","medium build, long silky fur, flat face, short legs"
1729,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1730,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1731,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
1732,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, loves to dig, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1733,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1734,Cat,Domestic Shorthair,white,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1735,Cat,Domestic Shorthair,grey,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is very independent","lean body, short coat, whiskers, flexible build"
1736,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, has striking eyes","lean body, short coat, whiskers, flexible build"
1737,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, is very independent","lean body, short coat, whiskers, flexible build"
1738,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, has soft fur, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1739,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1740,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1741,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1742,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1743,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, has striking eyes, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1744,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1745,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, has soft fur, enjoys being petted","lean body, short coat, whiskers, flexible build"
1746,Cat,Domestic Shorthair,grey,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1747,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1748,Cat,Domestic Shorthair,white,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, has soft fur","lean body, short coat, whiskers, flexible build"
1749,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, has soft fur, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1750,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1751,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, loves to play with string","lean body, short coat, whiskers, flexible build"
1752,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a great mouser, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1753,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1754,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1755,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1756,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, is a quiet companion","lean body, short coat, whiskers, flexible build"
1757,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1758,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1759,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1760,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, loves to play with string, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1761,Cat,Domestic Shorthair,grey,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams, is a great mouser","lean body, short coat, whiskers, flexible build"
1762,Cat,Domestic Shorthair,grey,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, is a great mouser","lean body, short coat, whiskers, flexible build"
1763,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted","lean body, short coat, whiskers, flexible build"
1764,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, has striking eyes, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1765,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, loves to play with string","lean body, short coat, whiskers, flexible build"
1766,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, is a great mouser","lean body, short coat, whiskers, flexible build"
1767,Cat,Domestic Shorthair,white,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1768,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1769,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1770,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs, is a quiet companion","lean body, short coat, whiskers, flexible build"
1771,Cat,Domestic Shorthair,white,Large,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1772,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1773,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, loves to play with string, is very independent","lean body, short coat, whiskers, flexible build"
1774,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1775,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1776,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1777,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1778,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1779,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1780,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, has soft fur, is very independent","lean body, short coat, whiskers, flexible build"
1781,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, enjoys being petted","lean body, short coat, whiskers, flexible build"
1782,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, has soft fur","lean body, short coat, whiskers, flexible build"
1783,Cat,Domestic Shorthair,grey,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1784,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1785,Cat,Domestic Shorthair,white,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1786,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1787,Cat,Domestic Shorthair,grey,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, has soft fur","lean body, short coat, whiskers, flexible build"
1788,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is very independent","lean body, short coat, whiskers, flexible build"
1789,Cat,Domestic Shorthair,white,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is very independent","lean body, short coat, whiskers, flexible build"
1790,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1791,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is very independent, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1792,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1793,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions, has striking eyes","lean body, short coat, whiskers, flexible build"
1794,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is very independent, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1795,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous, is very independent","lean body, short coat, whiskers, flexible build"
1796,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams, enjoys being petted","lean body, short coat, whiskers, flexible build"
1797,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1798,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, enjoys being petted","lean body, short coat, whiskers, flexible build"
1799,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous, is a great mouser","lean body, short coat, whiskers, flexible build"
1800,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, loves to play with string","lean body, short coat, whiskers, flexible build"
1801,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1802,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1803,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1804,Cat,Domestic Shorthair,grey,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1805,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, is a great mouser","lean body, short coat, whiskers, flexible build"
1806,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1807,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, is very independent","lean body, short coat, whiskers, flexible build"
1808,Cat,Domestic Shorthair,grey,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1809,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1810,Cat,Domestic Shorthair,white,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1811,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1812,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1813,Cat,Domestic Shorthair,white,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1814,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1815,Cat,Domestic Shorthair,white,Large,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted","lean body, short coat, whiskers, flexible build"
1816,Cat,Domestic Shorthair,grey,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places, is a great mouser","lean body, short coat, whiskers, flexible build"
1817,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1818,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is very independent, enjoys being petted","lean body, short coat, whiskers, flexible build"
1819,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is a great mouser","lean body, short coat, whiskers, flexible build"
1820,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1821,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is a great mouser","lean body, short coat, whiskers, flexible build"
1822,Cat,Domestic Shorthair,grey,Small,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1823,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a great mouser, is a quiet companion","lean body, short coat, whiskers, flexible build"
1824,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous, is a quiet companion","lean body, short coat, whiskers, flexible build"
1825,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1826,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
